sgRNA_target	locus	Gene name	Product	wmean_fitness_CO2_30percent	wmean_fitness_CO2_4percent	sd_fitness_CO2_30percent	sd_fitness_CO2_4percent	p_fitness_adj_CO2_30percent	p_fitness_adj_CO2_4percent	comb_score_CO2_30percent	comb_score_CO2_4percent
nc_ncl1230	NA	NA	NA	0.4267958496612905	0.35950491065670803	0.29515560410328345	0.2787171025346637	0.5048438675696012	0.49200989978000487	0.1266913240492629	0.11073691664984382
nc_ncl1255	NA	NA	NA	-1.904681689565136	-2.076332482560434	1.0405191354664216	1.3428244071509559	0.3953668238067177	0.7369565217391304	0.7675862946295268	0.27523475836897454
nc_ncl1260	NA	NA	NA	0.6192912426815191	-2.0298503613000745	0.22603781870446907	1.4411711252069035	0.6213822644130587	0.8233624789078081	0.1279710524690256	0.17133749285952035
nc_ncl1270	NA	NA	NA	0.2668765560543817	0.29020867574303044	NA	NA	1	1	-0	-0
nc_ncl1280	NA	NA	NA	-1.614276377295679	0.07919238140702704	1.3125399109060603	0.25401086105337933	0.8384753573381241	0.8233624789078081	0.12350779604657972	0.00668454401494133
nc_ncl1290	NA	NA	NA	0.5532421230006225	0.20369570332639247	NA	NA	1	1	-0	-0
nc_ncl1300	NA	NA	NA	0.5462321854258428	0.12099356054598942	0.35799926588293657	0.08443235060189815	0.3953668238067177	0.38083581665957145	0.22013144848057975	0.050728028080662776
nc_ncl1310	NA	NA	NA	-0.32618811303558204	-0.10925938737507078	0.14002051546047808	0.2020242230368008	0.3953668238067177	0.8418815484032875	0.1314537365528747	0.008167030913743756
nc_ncl1330	NA	NA	NA	0.8354215486076993	0.31881915906678954	0.1122364924509032	0.08775440014537969	0.3953668238067177	0.38083581665957145	0.33667469712267395	0.13366882651284603
nc_ncl1340	NA	NA	NA	0.04119915728913846	0.1905255736882505	0.14217164548252112	0.13176478446425002	0.9518401811534895	0.6084911007822243	8.83143725176687e-4	0.04110508640373688
nc_ncl1350	NA	NA	NA	-0.9139601205955968	0.011220844599105459	0.37268151149201384	0.1341124860713157	0.6213822644130587	0.9445730452674896	0.188861767269467	2.7787806513942994e-4
nc_ncl1370	NA	NA	NA	1.6983104788922074	-0.3022836831309826	NA	NA	1	1	-0	-0
nc_ncl1380	NA	NA	NA	0.5891478859086781	0.22877358431631253	0.6222730841313233	0.14245293206707726	1	0.8233624789078081	-0	0.019310532991278207
nc_ncl1390	NA	NA	NA	0.8272226079636482	0.08325927953611026	NA	NA	1	1	-0	-0
nc_ncl1400	NA	NA	NA	-0.8318168921113618	-1.3430541758737244	NA	NA	1	1	-0	-0
nc_ncl1410	NA	NA	NA	0.5122821637004182	-3.3874917285395725	0.3317913819021493	2.1527747919084126	0.8384753573381241	0.8233624789078081	0.03919455297896787	0.28593454518420613
nc_ncl1440	NA	NA	NA	-0.052977537889281355	0.12337074776221668	NA	NA	1	1	-0	-0
nc_ncl1450	NA	NA	NA	0.8963528557581616	-0.19564926385473916	0.2981626710076527	0.586101338030975	0.3039354473386183	0.9445730452674896	0.4636104105129208	0.004845146762859804
nc_ncl1460	NA	NA	NA	0.4633847265116841	-0.1340443508285464	0.2212320290003832	0.15982670058954102	0.6213822644130587	0.9445730452674896	0.09575435120478157	0.003319534864075818
nc_ncl1470	NA	NA	NA	-1.2574317953208998	-1.5399171078530793	0.8185678681494325	1.1882090299237036	0.8384753573381241	1	0.09620572530408296	-0
nc_ncl1480	NA	NA	NA	-1.1598968325854853	-1.5881035088059599	1.5599519114301155	2.3214963988209973	1	1	-0	-0
nc_ncl1500	NA	NA	NA	0.4930239257737711	-0.6322882077438666	NA	NA	1	1	-0	-0
nc_ncl1510	NA	NA	NA	0.9315808219476635	-0.10191819834221684	0.06745732465264756	0.38425949010532245	0.8384753573381241	1	0.07127496615589922	-0
nc_ncl1530	NA	NA	NA	-2.9472049590936393	-2.609280457704201	2.124873687071786	1.8338714894140362	1	1	-0	-0
nc_ncl1570	NA	NA	NA	-1.6840355635081514	0.2831519119267229	NA	NA	1	1	-0	-0
nc_ncl1580	NA	NA	NA	-0.027354341942755135	0.35592758140224245	NA	NA	1	1	-0	-0
nc_ncl1590	NA	NA	NA	0.2069441307131878	0.22957781797246724	0.5671867312266952	0.08841573284062493	0.8485361072467434	0.2903862800259684	0.014761257107058652	0.12328877670804728
nc_ncl1610	NA	NA	NA	-2.9516152809835843	-2.450474514810677	NA	NA	1	1	-0	-0
nc_ncl1630	NA	NA	NA	0.08666988136712919	-1.4733535629703456	0.5616195923304445	1.108376316988007	0.7799007804716042	0.6202620874549323	0.00935693629846778	0.30561001448552466
nc_ncl1650	NA	NA	NA	-1.7210463514946088	-3.4250404383030455	0.430174024702882	0.807290904089787	0.3953668238067177	0.38083581665957145	0.6935812944844482	1.435990037383866
nc_ncl1670	NA	NA	NA	-1.074673332572778	-1.7758734642537473	0.6186867170941882	1.074224681093148	0.3039354473386183	0.38083581665957145	0.5558410861088147	0.7445566405009318
nc_ncl1680	NA	NA	NA	-2.2561547741143806	-2.7875693315683643	1.3059363744577135	1.2821522225937183	0.3953668238067177	0.2903862800259684	0.9092298690436645	1.4969913727429405
nc_ncl1690	NA	NA	NA	-1.6691988569616625	0.27079302944109085	0.5232119812317196	0.21194355643599536	0.8384753573381241	0.8233624789078081	0.12770989830884694	0.022857349306554073
nc_ncl1700	NA	NA	NA	0.21593435498066882	0.09400708041344459	0.22362081037327114	0.1088223206479496	0.7799007804716042	0.6202620874549323	0.023312412251335384	0.01949939643066715
nc_ncl1710	NA	NA	NA	0.5425493221020511	-0.0462038539514032	0.3465447939710423	0.22789637325843107	0.8384753573381241	1	0.041510284088804764	-0
nc_ncl1720	NA	NA	NA	0.12386549606486183	0.24519378238623254	NA	NA	1	1	-0	-0
nc_ncl1730	NA	NA	NA	-0.6458580279859619	0.36342102272106225	0.306078529779835	0.2956923557135521	0.8384753573381241	0.8233624789078081	0.0494144018443538	0.03067597891579975
nc_ncl1800	NA	NA	NA	0.36933615255404345	-0.05094356568229392	0.022783389517044512	0.2259288845607959	0.8384753573381241	1	0.028257797019052837	-0
nc_ncr0020	NA	NA	NA	-3.595852901713785	-0.8825320063358387	1.266322659263082	0.0032312985627565138	0.8384753573381241	0.8233624789078081	0.2751176149541223	0.07449358052039745
nc_ncr0030	NA	NA	NA	0.6762114233345979	-0.49674748706098093	0.519415193105157	0.5629606599649576	0.8384753573381241	1	0.05173673091685182	-0
nc_ncr0040	NA	NA	NA	0.15073303074651687	0.25920806241183186	NA	NA	1	1	-0	-0
nc_ncr0050	NA	NA	NA	-2.8551719636240023	-5.202109852200605	1.2729853207490363	1.634195482882401	0.8384753573381241	0.8233624789078081	0.21844834101576846	0.43910451560823094
nc_ncr0060	NA	NA	NA	0.8603485832622106	-0.8030540543200059	0.01669752438510824	0.6921870580607334	0.8384753573381241	0.8233624789078081	0.06582500917750211	0.06778493179651796
nc_ncr0070	NA	NA	NA	-3.424058676761198	-2.422579450947003	0.9012919812483906	2.2393797254492243	0.3953668238067177	0.38083581665957145	1.3798948804349955	1.0156960243232525
nc_ncr0075	NA	NA	NA	-2.9472267053565435	-3.9252395212814246	1.7135071642316768	2.2976832658503006	0.3039354473386183	0.49200989978000487	1.52436060639231	1.209076451570032
nc_ncr0080	NA	NA	NA	-0.9934506079221961	-0.594643333821788	0.5168815242654953	0.7965427780106694	0.3953668238067177	0.9445730452674896	0.40036037265972335	0.014726016173829876
nc_ncr0090	NA	NA	NA	-1.4342658254246077	-2.3489972682149967	0.8358031768814632	1.5562264448821075	0.8485361072467434	1	0.10230571186530948	-0
nc_ncr0150	NA	NA	NA	-0.3634803212479318	-0.11817567896076425	0.15813792990619158	0.16725293532726787	0.3039354473386183	0.7642900732302685	0.18799879965193897	0.013796039243621041
nc_ncr0180	NA	NA	NA	0.36233667465283104	0.33327825218826496	NA	NA	1	1	-0	-0
nc_ncr0200	NA	NA	NA	-0.23336108415770587	-0.6822994641141923	0.07299265471693522	0.3705737213835925	0.3039354473386183	0.2903862800259684	0.1206987040082392	0.3664111237841074
nc_ncr0210	NA	NA	NA	-0.36164559424402903	0.2703268480354625	0.7339948767276372	0.23199580707444997	0.8485361072467434	0.2903862800259684	0.0257960618640098	0.14517198002827672
nc_ncr0220	NA	NA	NA	0.2728332676189568	0.12604950446459076	NA	NA	1	1	-0	-0
nc_ncr0240	NA	NA	NA	0.6074249518099101	0.10774788237959132	0.3252624209360183	0.1562576695659909	0.8384753573381241	1	0.04647389884216867	-0
nc_ncr0250	NA	NA	NA	0.07553992373824044	0.1303498033052545	0.23487212437672333	0.09094521634961314	1	0.8233624789078081	-0	0.011002687153130644
nc_ncr0270	NA	NA	NA	0.5770286155926463	-0.06360382743779276	0.32972302732246955	0.11885710182522653	0.6213822644130587	1	0.11923785474891772	-0
nc_ncr0280	NA	NA	NA	0.08394583585766166	-0.24081411660540575	0.22686751715915396	0.44228024201566907	1	0.8418815484032875	-0	0.018000616533119823
nc_ncr0290	NA	NA	NA	0.8214425960324645	-0.3269140162316424	0.39263644830222927	0.6743599428542542	0.3039354473386183	1	0.4248654273961046	-0
nc_ncr0300	NA	NA	NA	-0.5338772545751992	-2.5760045306844117	0.7009947991180644	1.7216803774163154	1	0.6084911007822243	-0	0.5557620783415615
nc_ncr0310	NA	NA	NA	0.1688221436787164	0.304982144076408	0.39465853376417215	0.29950224968498296	1	1	-0	-0
nc_ncr0320	NA	NA	NA	-0.09481595751784155	0.13510635522038741	0.2824034413288996	0.3426932815536268	1	1	-0	-0
nc_ncr0330	NA	NA	NA	0.5030432412492949	1.0932994919289505	0.29988947560527984	0.7056442468726997	0.6213822644130587	0.8233624789078081	0.1039494321627411	0.09228423802221432
nc_ncr0350	NA	NA	NA	-0.1357886235694532	0.15975353513267787	0.3161917081306985	0.1926222830061441	0.9518401811534895	0.8233624789078081	0.0029107602860449066	0.013484624633880556
nc_ncr0370	NA	NA	NA	0.33021196012551834	0.01140381356689412	0.5724527069830823	0.1737747873847753	0.9518401811534895	0.9445730452674896	0.007078412272282771	0.00028240919132165385
nc_ncr0380	NA	NA	NA	0.66204292242910745	0.34909588742472086	0.3759961139666256	0.23164671733750603	0.3953668238067177	0.2903862800259684	0.2668031495746068	0.18747283729112568
nc_ncr0390	NA	NA	NA	0.3649086468909704	0.053111235636263784	0.0978612543957728	0.08959203986385061	0.6213822644130587	1	0.07540514119896993	-0
nc_ncr0400	NA	NA	NA	0.15086981754786152	-0.52869736355514	0.49687656871336533	0.4562182077900075	1	0.8233624789078081	-0	0.044626777658111655
nc_ncr0410	NA	NA	NA	-1.8076392190815318	-0.008327032017115545	1.1098263515248408	0.22006572187998635	0.8485361072467434	1	0.12893831382271137	-0
nc_ncr0430	NA	NA	NA	0.04564151851839866	0.11506393047937494	NA	NA	1	1	-0	-0
nc_ncr0440	NA	NA	NA	-0.1490429001979202	0.11598826346927979	NA	NA	1	1	-0	-0
nc_ncr0450	NA	NA	NA	-0.4826943800264895	-0.5135349651881427	NA	NA	1	1	-0	-0
nc_ncr0460	NA	NA	NA	0.029945468715551225	-0.056436181569330494	0.08941994405174816	0.08854952712599962	0.8485361072467434	0.8418815484032875	0.002136000481764153	0.004218548635533928
nc_ncr0480	NA	NA	NA	-0.05907467346666467	0.24223289854122532	0.11506305935985704	0.22891950244350373	0.8384753573381241	0.8233624789078081	0.004519785350673387	0.020446619275701676
nc_ncr0490	NA	NA	NA	0.3091294103699551	0.4715472812727436	0.17147346079644868	0.29322522893032404	0.3953668238067177	0.38083581665957145	0.12457908319634196	0.19770195717706585
nc_ncr0500	NA	NA	NA	0.6538633965326719	-0.2424791979547805	NA	NA	1	1	-0	-0
nc_ncr0510	NA	NA	NA	-0.4702587077430088	0.4949423031253479	0.34512905113900144	0.2103492609249223	0.6213822644130587	0.38083581665957145	0.09717479856815134	0.2075106058368062
nc_ncr0520	NA	NA	NA	-2.647848003801229	-0.8833806057634964	0.6293034340246408	1.1620695287403018	0.6213822644130587	0.8233624789078081	0.5471543475364626	0.07456520988832965
nc_ncr0530	NA	NA	NA	0.03350166652504176	0.053635668667021325	0.29201738170691305	0.21186874059633043	1	1	-0	-0
nc_ncr0550	NA	NA	NA	0.24095351579888558	0.1774674106864707	0.5531844547208574	0.15808538939432254	1	0.7369565217391304	-0	0.02352474871385953
nc_ncr0560	NA	NA	NA	0.3068522759134643	0.44665599313774135	NA	NA	1	1	-0	-0
nc_ncr0570	NA	NA	NA	-0.5045251685352106	-0.8528906951993122	NA	NA	1	1	-0	-0
nc_ncr0575	NA	NA	NA	0.0857555798288179	-0.4223912612486641	NA	NA	1	1	-0	-0
nc_ncr0580	NA	NA	NA	0.07311929797207092	0.32547515046937836	0.16659642477803335	0.25965954586510653	0.9518401811534895	0.6084911007822243	0.0015673827680544104	0.07021988661849708
nc_ncr0590	NA	NA	NA	-2.3964272119965946	0.17007171404738644	1.385097545424234	0.0980931838796978	0.6213822644130587	0.7369565217391304	0.49520046683807023	0.022544388971609364
nc_ncr0620	NA	NA	NA	0.05178255089403903	0.14348554566104638	NA	NA	1	1	-0	-0
nc_ncr0630	NA	NA	NA	-4.3966739144258785e-4	0.6576945162306984	0.4074141681846836	0.2374169829276978	1	0.8233624789078081	-0	0.05551528902172325
nc_ncr0640	NA	NA	NA	0.5041684768599618	-0.26140542095197333	0.14096862233713622	0.17591045922705456	0.8384753573381241	0.8233624789078081	0.03857377725953643	0.022064951338143256
nc_ncr0650	NA	NA	NA	-4.277050119542925	-4.883774655734046	2.001885053833009	3.4361003102281917	0.8384753573381241	0.8233624789078081	0.3272358074956518	0.41223418295149766
nc_ncr0670	NA	NA	NA	-0.038760088907309156	0.14110250971493588	0.1566949782214337	0.1677930033962761	0.8384753573381241	0.8233624789078081	0.002965522647076681	0.011910311573538326
nc_ncr0680	NA	NA	NA	0.018825341785205056	0.2751130240270361	0.7466527135543654	0.2658645157268134	1	0.8233624789078081	-0	0.023221995418225325
nc_ncr0690	NA	NA	NA	-0.035086162471303466	0.07147111072955367	0.500038974093482	0.264360040085771	0.8485361072467434	0.8418815484032875	0.002502684484716038	0.005342394688376677
nc_ncr0700	NA	NA	NA	0.35088750830947374	0.2582530299602454	0.3097137057747558	0.1975505983569637	0.6415543124880474	0.2903862800259684	0.06763938191593905	0.13868805107627516
nc_ncr0710	NA	NA	NA	0.06620973119254898	-0.3366054257541444	NA	NA	1	1	-0	-0
nc_ncr0720	NA	NA	NA	0.37769260754659173	-0.5602011157799939	0.5213409461168997	0.5923164964077334	0.9518401811534895	1	0.00809620580487773	-0
nc_ncr0730	NA	NA	NA	0.6973952516312683	0.3898693838201321	0.5432893386052426	0.23977070989334753	0.6415543124880474	0.2903862800259684	0.13443449155176485	0.2093691796167727
nc_ncr0740	NA	NA	NA	-2.7930577184816747	-2.9965516330275612	1.626267783215173	1.9850695438634238	0.6213822644130587	0.6084911007822243	0.5771606494759525	0.6464933363245017
nc_ncr0760	NA	NA	NA	0.33827947880172804	0.31689088983661995	NA	NA	1	1	-0	-0
nc_ncr0790	NA	NA	NA	-0.5879156681275853	-0.16534396460825584	0.5599057042731226	0.3106562044910903	1	1	-0	-0
nc_ncr0800	NA	NA	NA	0.2446299423355568	0.13619655892139634	0.23663637161685327	0.269148036643894	0.8384753573381241	1	0.018716562696334628	-0
nc_ncr0810	NA	NA	NA	-3.1369363834795285	-5.576918202305873	1.8150314810456682	3.045858358962499	0.8384753573381241	0.8233624789078081	0.24000605132495242	0.47074168662054106
nc_ncr0820	NA	NA	NA	0.1266847079208331	0.20424075895428145	0.10119902566020486	0.04848748349961372	0.3953668238067177	0.38083581665957145	0.051053908940226995	0.0856304327990296
nc_ncr0830	NA	NA	NA	1.525121525914063	0.5803455503334242	1.1848954306240334	0.25247560622945997	0.8384753573381241	0.8233624789078081	0.1166865854063977	0.04898634573369319
nc_ncr0840	NA	NA	NA	-2.677949894015962	-2.5683049721544693	2.8380795875555624	1.1309528489992666	1	0.8233624789078081	-0	0.21678786930172855
nc_ncr0850	NA	NA	NA	0.04891576533542793	0.13918028598353313	0.26988678589338155	0.7167987418946672	1	1	-0	-0
nc_ncr0860	NA	NA	NA	1.1577406370173586	0.05271205333481557	0.13149362346445198	0.2624597105908426	0.8384753573381241	1	0.08857838501677241	-0
nc_ncr0870	NA	NA	NA	0.36691700606082006	0.003116979941716304	0.23109167958808652	0.2306933012988671	0.3953668238067177	0.8418815484032875	0.14786747132697367	2.3299116124574348e-4
nc_ncr0890	NA	NA	NA	-2.135906449271605	-0.5788528792731193	NA	NA	1	1	-0	-0
nc_ncr0900	NA	NA	NA	-0.08862755101862178	0.0706570440159045	NA	NA	1	1	-0	-0
nc_ncr0910	NA	NA	NA	-0.02234514148596591	0.4175790525373741	NA	NA	1	1	-0	-0
nc_ncr0920	NA	NA	NA	0.6199086459693427	-0.3553461847592441	NA	NA	1	1	-0	-0
nc_ncr0940	NA	NA	NA	-0.6829597384694366	-0.09774414655995509	0.5217076979445365	0.1406031863211918	0.8384753573381241	1	0.05225304246117855	-0
nc_ncr0950	NA	NA	NA	0.29559950155886433	0.8212182597548334	NA	NA	1	1	-0	-0
nc_ncr0960	NA	NA	NA	-0.9304926418873967	-1.0213424681886687	0.6051070728427957	0.5999903404886792	0.8384753573381241	0.8233624789078081	0.07119170982951319	0.08621042279112681
nc_ncr0970	NA	NA	NA	-2.575449983678949	-3.245507829579448	2.175410793003262	1.916227664075998	0.8485361072467434	0.6084911007822243	0.1837060043425155	0.7002045823893238
nc_ncr0980	NA	NA	NA	0.6409609874334302	0.18426541480824704	0.42354126137208026	0.05883439458428431	0.8384753573381241	0.6084911007822243	0.04903973075686186	0.03975448361229896
nc_ncr1010	NA	NA	NA	-0.4938745538686006	-0.7288742028728347	0.4552301903066292	0.5264604525342896	1	0.8233624789078081	-0	0.06152349006171459
nc_ncr1020	NA	NA	NA	0.2562900085689656	-0.1880416150673137	0.2618671237535581	0.05319642920683222	0.8384753573381241	0.8233624789078081	0.019608670827569265	0.015872391134415076
nc_ncr1070	NA	NA	NA	0.10611835472950916	0.39052970180052043	0.19923374628518084	0.12456021600818315	0.9518401811534895	0.6084911007822243	0.002274749418968021	0.0842551308204036
nc_ncr1071	NA	NA	NA	0.5773170837811709	0.3187188665752986	0.2913271575650857	0.16986869889799414	0.6213822644130587	0.6084911007822243	0.11929746414615298	0.06876224695439223
nc_ncr1080	NA	NA	NA	-6.451160655465877	-7.2135430595302905	4.478771409965586	4.9667413018704245	0.8384753573381241	0.8233624789078081	0.49357634523140825	0.608887436245554
nc_ncr1090	NA	NA	NA	-1.1473074989413274	0.25911939012392327	0.8615467422223406	0.31408784921749466	0.8384753573381241	1	0.08778014878675401	-0
nc_ncr1120	NA	NA	NA	0.794545306253117	0.15083797447620928	NA	NA	1	1	-0	-0
nc_ncr1150	NA	NA	NA	0.3663568922190248	0.22833737361426387	0.22742635064538916	0.17371659450170232	0.8384753573381241	0.8233624789078081	0.02802985471437538	0.01927371291356586
nc_ncr1160	NA	NA	NA	0.8171345032855161	-1.1983703994901342	0.7467285319201419	0.19311617281970528	0.8384753573381241	0.8233624789078081	0.06251871302452026	0.10115316068628566
nc_ncr1200	NA	NA	NA	0.5964587327016667	0.2047032467040245	0.17640831622666914	0.047269553198814505	0.8384753573381241	0.8233624789078081	0.04563487674404938	0.017278781598466072
nc_ncr1220	NA	NA	NA	0.02115428295760652	0.06954330238024704	NA	NA	1	1	-0	-0
nc_ncr1230	NA	NA	NA	-0.2536314263323733	0.1553351093859801	0.3321291813457054	0.31705432800630207	1	1	-0	-0
nc_ncr1270	NA	NA	NA	0.020545471084260084	0.3125555269903008	0.13935224437506566	0.24952407552807399	1	0.8233624789078081	-0	0.026382476952441513
nc_ncr1290	NA	NA	NA	0.3452462917463011	-0.030186822795530633	NA	NA	1	1	-0	-0
nc_ncr1300	NA	NA	NA	-0.06612113160662518	-0.38171325805026174	0.3509468849999306	0.6232191729603261	1	0.8418815484032875	-0	0.028532687703808533
nc_ncr1340	NA	NA	NA	0.9451608899832727	0.04009686957171589	NA	NA	1	1	-0	-0
nc_ncr1350	NA	NA	NA	-0.4944414796848001	-0.12490814344264632	0.652757965832109	0.2614325038681168	0.9518401811534895	1	0.01059883063107767	-0
nc_ncr1360	NA	NA	NA	0.6251171485933383	-0.11291574962365955	0.1896100798212832	0.17567300900080285	0.8384753573381241	1	0.047827523452351126	-0
nc_ncr1380	NA	NA	NA	-0.16832374425620106	-0.18929955298524206	NA	NA	1	1	-0	-0
nc_ncr1390	NA	NA	NA	-1.154665651516271	-2.344576062985708	1.2259137958111757	1.6359663760348384	0.6415543124880474	0.7642900732302685	0.22258093872992105	0.27370998549832376
nc_ncr1395	NA	NA	NA	-2.180381096892692	-1.0672064173008668	NA	NA	1	1	-0	-0
nc_ncr1397	NA	NA	NA	-3.840345001812115	-0.7383434137900116	2.9203602357409597	0.581238400639276	0.8485361072467434	0.6084911007822243	0.2739305519619828	0.1592944675717311
nc_ncr1410	NA	NA	NA	-0.3693652085339065	-0.5956378506863276	0.23157049485711292	0.35627073995122227	0.6213822644130587	0.6084911007822243	0.07632605020677405	0.1285063461236937
nc_ncr1420	NA	NA	NA	0.2304865037973781	0.1555003175858205	0.5759167548222761	0.1615986105715606	0.9518401811534895	0.49200989978000487	0.004940700804582493	0.047898165496738664
nc_ncr1440	NA	NA	NA	-0.06242731165283095	-0.40688434904200377	0.051907115539801804	0.3037488787038105	1	1	-0	-0
nc_ncr1450	NA	NA	NA	0.3137626577326085	-0.2240579430874769	0.31357619688755656	0.2179262682762364	1	1	-0	-0
nc_ncr1460	NA	NA	NA	-2.2149115903162575	-0.8661425304846722	1.6540684726502586	1.3111999980777762	0.9518401811534895	0.8418815484032875	0.0474787690214385	0.06474329567575958
nc_ncr1470	NA	NA	NA	1.2875589582409142	0.0821523951633804	0.2465353290585002	0.06177611960484805	0.6213822644130587	0.6084911007822243	0.26606265945011565	0.01772403166721411
nc_ncr1480	NA	NA	NA	-0.6026251504136227	0.15865371987548213	0.8223489859732223	0.042797824900937594	1	0.38083581665957145	-0	0.06651750986273325
nc_ncr1490	NA	NA	NA	-0.12689548835977502	0.09020425566595516	NA	NA	1	1	-0	-0
nc_ncr1500	NA	NA	NA	-0.33646979357032025	0.17027056293154327	0.728850976665391	0.09172527990163763	1	0.6084911007822243	-0	0.036735153532544515
nc_ncr1525	NA	NA	NA	-2.8380860698511032	-0.6857645325487027	1.082538273936735	0.3429825221020341	0.3039354473386183	0.2903862800259684	1.4679110346580624	0.368271948371924
nc_ncr1530	NA	NA	NA	1.015258020209981	0.11187388734424666	NA	NA	1	1	-0	-0
nc_ncr1550	NA	NA	NA	0.35700838117430994	0.2339335089808012	0.02308883991277984	0.1479961977681287	0.8384753573381241	0.8233624789078081	0.02731460296957558	0.01974607670041707
nc_ncr1560	NA	NA	NA	0.509670193326842	0.31085925724304525	NA	NA	1	1	-0	-0
nc_ncr1570	NA	NA	NA	-2.065707229509843	0.008313199656830509	1.0172171037803623	0.811946011950798	0.3039354473386183	1	1.0684222965547756	-0
nc_ncr1580	NA	NA	NA	0.9740426832010108	-0.10292190524506614	0.6423042542419148	0.10357426338770473	0.8384753573381241	1	0.07452371028249187	-0
nc_ncr1590	NA	NA	NA	-1.2271353359329613	-1.7007354928592517	1.215276565191457	0.251272662788314	0.8485361072467434	0.38083581665957145	0.08753116184758213	0.7130541282546274
nc_ncr1600	NA	NA	NA	-0.9192291014176898	-1.3453994063824102	0.45572397588472763	1.1061192077757038	0.3039354473386183	0.7642900732302685	0.4754424313215539	0.15706432298103165
nc_ncr1620	NA	NA	NA	0.9106001025403202	-0.5822048216573062	0.9847876348499969	1.0651545024975717	0.7799007804716042	0.9445730452674896	0.09830897444933506	0.014417983238969072
nc_ncr1630	NA	NA	NA	0.07811112874475148	0.2129736286249751	NA	NA	1	1	-0	-0
nc_ncr1640	NA	NA	NA	-1.0500234337189975	-1.3198166539828402	0.7833603687306685	0.13411929316879215	0.8384753573381241	0.8233624789078081	0.0803369744610599	0.11140430882935974
nc_ncr1650	NA	NA	NA	-3.312669660094841	-2.374930484402147	0.5531427960799742	0.5810874972836113	0.3953668238067177	0.38083581665957145	1.3350051316471672	0.9957186131123203
nc_ncr1660	NA	NA	NA	0.30001617967188215	-1.1909791170782895	NA	NA	1	1	-0	-0
nc_ncr1670	NA	NA	NA	0.0025962112795188106	-0.06243659997528892	0.3456923589729497	0.24354398348868161	1	1	-0	-0
nc_ncr1680	NA	NA	NA	0.29922157299654417	0.1199324676945011	0.10060348616399183	0.2523867584759108	0.6213822644130587	0.9445730452674896	0.06183148893241701	0.0029700618145092213
nc_ncr1690	NA	NA	NA	1.3542585806175806	-0.2032671958210482	0.9248194243171215	0.2948071470044037	0.8384753573381241	1	0.10361391328135024	-0
nc_ncr1700	NA	NA	NA	-0.27018430640152546	-0.1349945995622533	NA	NA	1	1	-0	-0
nc_ncr1710	NA	NA	NA	0.13253615933625984	0.03192078175618278	0.07058430270158271	0.15458666920091937	0.8384753573381241	1	0.010140301355039589	-0
nc_sll0002-as	NA	NA	NA	-0.9722778108085647	-1.0071161540411053	0.6644568611673685	1.083452739859474	0.6213822644130587	1	0.2009126016423245	-0
nc_sll0006-as	NA	NA	NA	-1.4486825411294018	0.1274432945995308	1.122709181929705	0.03410586157934343	1	0.8233624789078081	-0	0.010757351869255772
nc_sll0007-as	NA	NA	NA	-0.13742815236123937	0.19894802280052074	0.3565575309116939	0.20072296969788636	0.9518401811534895	0.38083581665957145	0.0029459051690955656	0.08341138852080572
nc_sll0010-as	NA	NA	NA	0.444968505988082	-2.6580581097390384e-4	NA	NA	1	1	-0	-0
nc_sll0020-as	NA	NA	NA	0.4567715359607511	-0.1473172042323965	0.3923259488508954	0.727829922702274	0.8384753573381241	1	0.0349474516859576	-0
nc_sll0021	NA	NA	NA	0.0649248418701858	0.21326375069738648	0.14345109260233843	0.10884771050964602	0.9518401811534895	0.6084911007822243	0.0013917266875956105	0.046010751887538746
nc_sll0023-as	NA	NA	NA	-1.465907654260185	-0.17300612125332385	1.1512149451345015	0.34498813928140437	0.8485361072467434	0.8418815484032875	0.10456271315918447	0.012932036088508968
nc_sll0024-as	NA	NA	NA	0.09954081264625568	0.11368230948878126	0.2739475631038463	0.265398336057484	1	0.9445730452674896	-0	0.0028152800729316562
nc_sll0026-as	NA	NA	NA	-0.23144749687636218	0.07339765026992241	0.30642946775578356	0.060145829513363364	0.9518401811534895	0.8233624789078081	0.004961300619323528	0.0061954169720047254
nc_sll0027-as	NA	NA	NA	-2.646465013449316	-1.8952004522300634	2.2653525918544193	1.7391404569601299	1	1	-0	-0
nc_sll0027	NA	NA	NA	-0.07528146916087353	-0.08020456526929955	0.21938270800414075	0.3774019482320476	0.9518401811534895	0.9445730452674896	0.0016137309956345957	0.001986222090105306
nc_sll0043-as	NA	NA	NA	-0.023827462272330346	0.2474969562796856	0.3959909013871574	0.16621775970720062	1	0.38083581665957145	-0	0.10376612186119041
nc_sll0045	NA	NA	NA	-0.22957606939358124	0.23152679102419826	0.29415501188806814	0.4757630001605521	0.7799007804716042	0.9445730452674896	0.024785180538888646	0.005733634054861996
nc_sll0048	NA	NA	NA	0.5789142130347266	0.0721686163922532	0.4013299972576804	0.10894808041060915	0.8384753573381241	0.6084911007822243	0.044292550865261675	0.01557007363901537
nc_sll0063	NA	NA	NA	-0.4432486416889675	-0.6742355025427746	0.4562036237001823	0.43068945384034796	1	0.8233624789078081	-0	0.05691149594326184
nc_sll0065	NA	NA	NA	-2.851493580386912	-5.563473892881934	1.406450097092752	3.7829407902707928	0.8384753573381241	0.8233624789078081	0.21816690902988461	0.4696068668752816
