"","locus","CO2_1percent","CO2_30percent","CO2_4percent","CO2_ambient","difference_4minus30","difference_Ambientminus30","difference_1minus30","difference_Ambientminus4","Gene name","Product"
"960","sll0037",-5.15655099278719,-2.92745992508853,-3.46511588029658,-2.35092860251747,-0.537655955208044,0.576531322571066,-2.22909106769866,2.80562239026973,"sll0037","hypothetical protein"
"961","sll0038",-0.00103970832113496,0.266119384818715,0.239082977997682,0.121446544087402,-0.0270364068210332,-0.144672840731314,-0.26715909313985,0.122486252408537,"pixG;  pisG;  taxP1;  rer1","positive phototaxis protein;  two-component resp onse regulator PatA subfamily"
"962","sll0039",-0.145066854692993,0.486268997806912,-0.319164450939422,0.118432875915166,-0.805433448746333,-0.367836121891746,-0.631335852499905,0.263499730608159,"pixH;  pisH","positive phototaxis protein;  two-component resp onse regulator CheY subfamily"
"963","sll0040",-0.331655260017116,0.0375309128132144,-0.254465027111943,-0.658638695189819,-0.291995939925157,-0.696169608003034,-0.369186172830331,-0.326983435172703,"pixI;  pisI","positive phototaxis protein;  homologous to chem otaxis protein CheW"
"964","sll0041",-0.488773714866541,0.731442362748808,-0.504396344245018,0.295948849658739,-1.23583870699383,-0.435493513090069,-1.22021607761535,0.78472256452528,"pixJ1;  pisJ1;  taxD1","phytochrome-like photoreceptor protein for posi tive phototaxis"
"965","sll0043",0.164323634438767,0.273531633908177,0.0817357013026597,0.062603493222544,-0.191795932605517,-0.210928140685633,-0.10920799946941,-0.101720141216223,"pixL;  taxAY1;  hik18","positive phototaxis protein;  homologous to chem otaxis protein CheA;  two-component hybrid histidine kinas e"
"966","sll0044",0.196874230976554,-0.00221017853379452,0.33172411554607,-0.050025530934596,0.333934294079864,-0.0478153524008015,0.199084409510349,-0.246899761911151,"sll0044","unknown protein"
"967","sll0047",-0.132442058331696,-0.761602127560225,-0.0135387360758026,-0.530142759143496,0.748063391484423,0.231459368416729,0.629160069228529,-0.3977007008118,"ycf12","hypothetical protein YCF12"
"968","sll0048",0.229145643133168,-0.155556712303848,0.00538102278389376,0.0707730369481175,0.160937735087742,0.226329749251966,0.384702355437017,-0.158372606185051,"sll0048","unknown protein"
"969","sll0051",-0.853357815996239,-0.84387976450957,-0.662667019145182,-0.0821136011214003,0.181212745364388,0.761766163388169,-0.00947805148666891,0.771244214874838,"sll0051","hypothetical protein"
"970","sll0055",0.062279293819404,-0.561666791864679,0.320715240267857,0.538366947743294,0.882382032132536,1.10003373960797,0.623946085684083,0.47608765392389,"sll0055","processing protease"
"971","sll0060",0.2581570195624,0.552543002068804,0.242358823446912,0.0747258486809942,-0.310184178621892,-0.47781715338781,-0.294385982506404,-0.183431170881405,"sll0060","hypothetical protein"
"972","sll0062",-1.72203195639078,-0.800034443116482,-1.11726032245949,-1.93989343275451,-0.317225879343008,-1.13985898963803,-0.921997513274295,-0.217861476363735,"sll0062","hypothetical protein"
"973","sll0063",-1.50269830965763,-0.309806368712794,-0.610293835481818,-1.95770306650745,-0.300487466769024,-1.64789669779465,-1.19289194094484,-0.455004756849816,"sll0063","hypothetical protein"
"974","sll0064",0.137073309091255,-0.36658754223041,0.137549657825342,0.0561724106861177,0.504137200055752,0.422759952916528,0.503660851321665,-0.0809008984051375,"sll0064","periplasmic protein;  putative polar amino acid transport system substrate-binding protein"
"975","sll0066",-0.0696297346298129,-1.72043156737697,-0.16768444149854,-0.583363218383466,1.55274712587843,1.13706834899351,1.65080183274716,-0.513733483753654,"sll0066","unknown protein"
"976","sll0068",0.319860240713185,-0.0302519985331391,0.165014750714888,0.0836731437581881,0.195266749248027,0.113925142291327,0.350112239246324,-0.236187096954996,"sll0068","unknown protein"
"977","sll0069",-0.195742217851329,-0.170814065068852,-0.337656172851349,-0.19148973677294,-0.166842107782497,-0.0206756717040879,-0.0249281527824768,0.00425248107838888,"sll0069","hypothetical protein"
"978","sll0071",-4.06192340264419,-0.866061061532217,-1.35754037241734,-1.33372964581098,-0.491479310885123,-0.467668584278759,-3.19586234111197,2.72819375683321,"sll0071","hypothetical protein"
"979","sll0072",0.216719581845807,0.321987629514203,0.35335704365114,0.0625802611196351,0.0313694141369371,-0.259407368394567,-0.105268047668396,-0.154139320726172,"sll0072","hypothetical protein"
"980","sll0082",0.164492650552075,-0.244400982181318,0.251086700408182,0.385677124990179,0.4954876825895,0.630078107171497,0.408893632733393,0.221184474438105,"sll0082","hypothetical protein"
"981","sll0085",-6.75094709913797,-2.12554993193757,-3.13948864652889,-2.54169755790681,-1.01393871459132,-0.41614762596924,-4.6253971672004,4.20924954123116,"sll0085","unknown protein"
"982","sll0086",0.00187305346822793,-0.0321951259992341,-0.121099975769743,0.0180058944062223,-0.0889048497705091,0.0502010204054564,0.0340681794674621,0.0161328409379944,"sll0086","putative arsenical pump-driving ATPase"
"983","sll0088",-0.732054343351034,-0.481532511719446,0.0173573137320791,-0.288660411941351,0.498889825451525,0.192872099778095,-0.250521831631588,0.443393931409683,"sll0088","hypothetical protein"
"984","sll0092",0.368772239377406,0.203654425976646,0.280347245669226,0.148566635226175,0.07669281969258,-0.0550877907504709,0.16511781340076,-0.220205604151231,"sll0092","putative transposase [ISY391c: 2997600 - 299898 9]"
"985","sll0094",0.205226429783172,0.509968743638481,0.496208811810984,0.187130506885331,-0.0137599318274967,-0.322838236753149,-0.304742313855309,-0.0180959228978406,"hik37","two-component sensor histidine kinase"
"986","sll0095",0.274331542821513,-0.365289279272036,0.0778170379109367,-0.793567075202181,0.443106317182973,-0.428277795930145,0.639620822093549,-1.06789861802369,"sll0095","hypothetical protein"
"987","sll0096",0.173659650269535,0.514423464850418,0.174256718872471,0.0987150917846981,-0.340166745977947,-0.41570837306572,-0.340763814580883,-0.0749445584848368,"sll0096","hypothetical protein"
"988","sll0098",-0.918179178473805,-1.43788267053975,-0.50861846329637,-0.977464329945975,0.929264207243377,0.460418340593772,0.519703492065942,-0.0592851514721704,"sll0098","hypothetical protein"
"989","sll0101",0.374909507848877,0.198847533535477,0.173682499734984,0.328962835772645,-0.0251650338004932,0.130115302237168,0.1760619743134,-0.0459466720762318,"sll0101","unknown protein"
"990","sll0102",-2.08403236372812,-1.22029022767135,-1.30224038392666,-0.304273820735027,-0.0819501562553051,0.916016406936328,-0.86374213605677,1.7797585429931,"sll0102","hypothetical protein"
"991","sll0103",-0.108070032939832,-0.951896107864046,-0.352235560473564,-0.246561516760478,0.599660547390482,0.705334591103568,0.843826074924214,-0.138491483820645,"sll0103","hypothetical protein"
"992","sll0135",-0.389020402076179,-0.689667119763267,-0.289610208346589,0.0568886977278628,0.400056911416677,0.746555817491129,0.300646717687088,0.445909099804041,"sll0135","putative 5'-methylthioadenosine phosphorylase"
"993","sll0141",-0.224620838971009,-0.111649981348531,-0.117629266770586,0.156361915312167,-0.00597928542205448,0.268011896660698,-0.112970857622478,0.380982754283175,"sll0141","hypothetical protein"
"994","sll0142",-0.00257805465696264,-0.0576218906188923,0.273007308443121,0.193929980785497,0.330629199062014,0.251551871404389,0.0550438359619297,0.196508035442459,"sll0142","probable cation efflux system protein"
"995","sll0146",-2.76791115353769,-0.897386075528211,-2.73730843882354,-0.843315991354212,-1.83992236329533,0.0540700841739993,-1.87052507800948,1.92459516218347,"natC","Integral membrane protein of the ABC-type;  Nat permease for neutral amino acids"
"996","sll0147",-4.17019868671274,-3.50071179136886,-3.94683211629041,-2.34899398275392,-0.446120324921545,1.15171780861494,-0.66948689534388,1.82120470395882,"sll0147","hypothetical protein"
"997","sll0148",-3.67471917079547,-1.81248364569782,-2.20487201520934,-2.55386667714945,-0.392388369511524,-0.74138303145163,-1.86223552509766,1.12085249364603,"sll0148","hypothetical protein"
"998","sll0149",-3.44695160763488,-2.93424265084644,-3.20806700427238,-2.0822104588923,-0.273824353425942,0.852032191954142,-0.512708956788441,1.36474114874258,"sll0149","hypothetical protein"
"999","sll0154",-5.50963167333608,-3.16870541242783,-1.98017540957609,-6.91857831997572,1.18853000285174,-3.74987290754789,-2.34092626090825,-1.40894664663964,"sll0154","hypothetical protein"
"1000","sll0156",0.0918506660223292,0.0280260627366769,0.202940742371851,-0.0519944440447683,0.174914679635174,-0.0800205067814451,0.0638246032856524,-0.143845110067098,"sll0156","unknown protein"
"1001","sll0157",-0.0290710631553961,0.913982195198874,0.804665454027445,0.0466536325044758,-0.109316741171429,-0.867328562694398,-0.94305325835427,0.0757246956598719,"sll0157","hypothetical protein"
"1002","sll0160",-2.46617934186431,-1.51193680368705,-2.21157700242669,-0.0809726878749267,-0.699640198739642,1.43096411581212,-0.954242538177261,2.38520665398938,"sll0160","hypothetical protein"
"1003","sll0162",-0.174425720494121,-0.890786859240168,-0.0116131728989171,-0.355908972820591,0.879173686341251,0.534877886419578,0.716361138746048,-0.18148325232647,"sll0162","hypothetical protein"
"1004","sll0163",0.252562779241422,0.308590514121792,0.349240958856737,0.0277297578141309,0.0406504447349449,-0.280860756307661,-0.0560277348803703,-0.224833021427291,"sll0163","WD-repeat protein"
"1005","sll0167",-4.96624531801117,-2.92847439982237,-3.7544274046687,0.035033595522674,-0.825953004846329,2.96350799534505,-2.0377709181888,5.00127891353384,"sll0167","unknown protein"
"1006","sll0168",0.229734286764048,-0.202051505673853,0.226328565512673,0.0735795515419389,0.428380071186525,0.275631057215792,0.4317857924379,-0.156154735222109,"sll0168","hypothetical protein"
"1007","sll0169",0.233964631603941,-2.80105029234097,-0.164843407812937,-0.127789293635403,2.63620688452803,2.67326099870556,3.03501492394491,-0.361753925239343,"sll0169","cell division protein Ftn2 homolog"
"1008","sll0172",0.390754634164452,0.0776862002241824,0.15392276447339,0.166543395776911,0.0762365642492077,0.0888571955527289,0.313068433940269,-0.224211238387541,"sll0172","periplasmic protein;  function unknown"
"1009","sll0173",0.185768667772744,0.250275957976468,0.12059053074862,0.125353009925212,-0.129685427227848,-0.124922948051256,-0.0645072902037246,-0.0604156578475317,"vgb","virginiamycin B hydrolase;  periplasmic protein"
"1010","sll0174",0.236512372655894,0.172176925108833,0.175164228372931,0.114872415178797,0.00298730326409857,-0.0573045099300359,0.0643354475470611,-0.121639957477097,"sll0174","hypothetical protein"
"1011","sll0175",0.151894651809088,0.179483115391313,-0.015443808106401,0.149473202922003,-0.194926923497714,-0.0300099124693106,-0.0275884635822252,-0.0024214488870854,"sll0175","hypothetical protein"
"1012","sll0176",-3.01053906605806,0.593754506825907,-2.30965746267261,-1.08607217524053,-2.90341196949852,-1.67982668206644,-3.60429357288397,1.92446689081753,"sll0176","hypothetical protein"
"1013","sll0177",0.272527606341821,0.0975885309513856,0.203978447052144,0.0641829514492071,0.106389916100758,-0.0334055795021784,0.174939075390436,-0.208344654892614,"sll0177","hypothetical protein"
"1014","sll0178",0.111951823354308,-0.133809411432452,0.291789361902057,0.385081272398896,0.425598773334509,0.518890683831349,0.24576123478676,0.273129449044589,"sll0178","hypothetical protein"
"1015","sll0180",-1.59395712036235,-0.958477587248923,-1.01020978163411,-1.65147109621026,-0.0517321943851832,-0.692993508961335,-0.635479533113424,-0.0575139758479111,"sll0180","hypothetical protein"
"1016","sll0181",0.122561908768054,0.0102941566751713,0.28471627942951,-0.0773876443221792,0.274422122754339,-0.0876818009973506,0.112267752092883,-0.199949553090233,"sll0181","unknown protein"
"1017","sll0182",-1.12992501934235,-0.41088534767545,-1.12419086379438,-0.80287928425308,-0.713305516118927,-0.39199393657763,-0.719039671666901,0.327045735089271,"sll0182","ABC transporter ATP-binding protein"
"1018","sll0183",0.28089588172897,-0.147613629320057,0.592624434282537,0.241680282076535,0.740238063602594,0.389293911396592,0.428509511049027,-0.039215599652435,"sll0183","hypothetical protein"
"1019","sll0185",0.0727002522542507,0.444548200403858,0.257561007397549,-0.135644484719696,-0.186987193006309,-0.580192685123554,-0.371847948149608,-0.208344736973946,"sll0185","hypothetical protein"
"1020","sll0188",-0.173275219657034,-1.31652001071765,0.317429510614148,-0.00978009492951505,1.63394952133179,1.30673991578813,1.14324479106061,0.163495124727519,"sll0188","unknown protein"
"1021","sll0189",0.156803212500483,-0.0253036078097038,-0.115111065359073,0.0830345366318606,-0.0898074575493688,0.108338144441564,0.182106820310186,-0.073768675868622,"sll0189","hypothetical protein"
"1022","sll0191",0.19527708336851,0.22966346350104,0.239085245030849,0.255177293824743,0.00942178152980921,0.0255138303237031,-0.0343863801325297,0.0599002104562328,"sll0191","unknown protein"
"1023","sll0192",-3.17293680890159,-1.82335816317408,-1.97231691263588,-0.536738776220235,-0.148958749461798,1.28661938695385,-1.34957864572751,2.63619803268136,"sll0192","hypothetical protein"
"1024","sll0195",0.313157776896042,1.69642799067775,0.289741333192111,-0.0121752797055963,-1.40668665748564,-1.70860327038335,-1.38327021378171,-0.325333056601638,"sll0195","probable ATP-dependent protease"
"1025","sll0198",-0.331179405840984,-0.245804106670843,-0.0366063354284147,-0.393306106751749,0.209197771242428,-0.147502000080906,-0.0853752991701413,-0.062126700910765,"sll0198","hypothetical protein"
"1026","sll0205",0.116136766122203,0.153404407352765,0.14826576452221,0.222700776840465,-0.00513864283055496,0.0692963694876997,-0.0372676412305619,0.106564010718262,"sll0205","hypothetical protein"
"1027","sll0208",-1.19625399879012,-1.47961188871164,-0.589606183211689,-0.976857550880637,0.890005705499948,0.502754337831,0.283357889921512,0.219396447909488,"sll0208","hypothetical protein"
"1028","sll0209",-0.861333420484011,-1.06260703386132,-1.61905622563878,-0.279023465214557,-0.55644919177746,0.783583568646762,0.201273613377308,0.582309955269455,"sll0209","hypothetical protein"
"1029","sll0210",-5.57412326494175,-4.50700825139333,-4.85175471365481,-1.31988241473757,-0.34474646226148,3.18712583665576,-1.06711501354842,4.25424085020418,"uppP","bacitracin resistance protein"
"1030","sll0216",-0.181688425627326,-0.889014839594394,0.00754348600242636,0.223818900987908,0.89655832559682,1.1128337405823,0.707326413967068,0.405507326615234,"sll0216","hypothetical protein"
"1031","sll0217",-0.0913494618318536,0.800921123250014,-0.487343342799639,2.26315100515894,-1.28826446604965,1.46222988190893,-0.892270585081867,2.3545004669908,"sll0217","flavoprotein"
"1032","sll0218",0.0479160698628119,-0.212930050256232,0.00428652717971657,2.36034171316819,0.217216577435949,2.57327176342442,0.260846120119044,2.31242564330538,"sll0218","hypothetical protein"
"1033","sll0219",0.0938505886783239,0.366468440530558,-0.0342697437662943,2.17207665627395,-0.400738184296853,1.80560821574339,-0.272617851852234,2.07822606759563,"sll0219","flavoprotein"
"1034","sll0224",0.229759332071904,1.15905130380672,0.140253587254087,0.396294922476164,-1.01879771655263,-0.762756381330557,-0.929291971734817,0.16653559040426,"sll0224","amino-acid ABC transporter binding protein"
"1035","sll0225",0.115600679397032,0.40416558825627,0.118527386416196,0.0241205606980209,-0.285638201840074,-0.380045027558249,-0.288564908859237,-0.0914801186990114,"sll0225","unknown protein"
"1036","sll0228",-0.34054275831472,-0.223674189407775,-0.263179959385535,-0.0692626987008262,-0.0395057699777591,0.154411490706949,-0.116868568906945,0.271280059613894,"speB1","arginase"
"1037","sll0230",0.072907125992413,0.182056685474889,0.0171242721424719,0.112351051637484,-0.164932413332417,-0.0697056338374049,-0.109149559482476,0.0394439256450712,"sll0230","hypothetical protein"
"1038","sll0236",0.214435584338937,0.226662461034873,0.215112633313123,0.148565625127287,-0.01154982772175,-0.0780968359075859,-0.0122268766959359,-0.06586995921165,"sll0236","unknown protein"
"1039","sll0237",0.304262436628009,0.188419662736463,0.292938637456431,0.210204000998641,0.104518974719967,0.0217843382621772,0.115842773891545,-0.0940584356293681,"sll0237","unknown protein"
"1040","sll0238",0.179763643199238,0.4622424880084,0.112191377783334,0.191714040154965,-0.350051110225066,-0.270528447853435,-0.282478844809162,0.0119503969557273,"sll0238","unknown protein"
"1041","sll0240",0.100545672755009,-0.0118479718058338,-0.0136995769969516,0.0675708587059356,-0.00185160519111777,0.0794188305117695,0.112393644560842,-0.032974814049073,"sll0240","ABC transporter ATP-binding protein"
"1042","sll0241",0.202226479203323,0.671875171742708,0.0547120539106813,0.0971854629624457,-0.617163117832027,-0.574689708780262,-0.469648692539385,-0.105041016240878,"sll0241","unknown protein"
"1043","sll0242",0.228767331701816,-0.185812150537206,0.0803776107438606,0.197675188192742,0.266189761281067,0.383487338729948,0.414579482239022,-0.0310921435090739,"sll0242","unknown protein"
"1044","sll0243",-0.0119744210335784,0.0648534330781914,0.130597028548194,0.0440371956284533,0.0657435954700023,-0.0208162374497381,-0.0768278541117698,0.0560116166620317,"sll0243","unknown protein"
"1045","sll0245",-0.430432541134582,-0.507020504117431,-0.510982460508152,0.0295565459166048,-0.00396195639072094,0.536577050034036,0.0765879629828496,0.459989087051187,"sll0245","probable GTP binding protein"
"1046","sll0249",0.123400265046835,0.213546441425337,0.207623689658523,0.212445895498167,-0.00592275176681392,-0.00110054592716993,-0.0901461763785025,0.0890456304513325,"sll0249","hypothetical protein"
"1047","sll0252",-3.57213337995073,-1.05861443867949,-1.60079671688647,-2.29954079443201,-0.542182278206983,-1.24092635575252,-2.51351894127124,1.27259258551872,"sll0252","unknown protein"
"1048","sll0253",0.2048006533791,0.388848041422378,0.189904619826566,0.119102651503806,-0.198943421595812,-0.269745389918573,-0.184047388043278,-0.0856980018752946,"sll0253","hypothetical protein"
"1049","sll0254",0.66417793151939,0.222311579388607,-0.218712195518887,-0.601845581909834,-0.441023774907494,-0.824157161298441,0.441866352130783,-1.26602351342922,"sll0254","probable phytoene dehydrogenase Rieske iron-sul fur component"
"1050","sll0257",-2.33003843536779,-0.918459749683709,-2.1673040696733,0.52156313633631,-1.24884431998959,1.44002288602002,-1.41157868568408,2.8516015717041,"sll0257","hypothetical protein"
"1051","sll0260",-0.258217972628248,0.359343836126743,0.00316309668411455,-0.745697649311296,-0.356180739442628,-1.10504148543804,-0.617561808754991,-0.487479676683048,"sll0260","hypothetical protein"
"1052","sll0261",-1.62192418912023,-1.01855025667193,-1.28251941717657,0.153036746228875,-0.263969160504638,1.17158700290081,-0.603373932448298,1.77496093534911,"sll0261","hypothetical protein"
"1053","sll0263",0.309392366434996,0.288442607716666,0.198965349613931,0.00504892146554191,-0.0894772581027352,-0.283393686251124,0.0209497587183299,-0.304343444969454,"sll0263","unknown protein"
"1054","sll0264",0.0806702589688273,0.1685553929188,0.294018172275507,0.00890447347872947,0.125462779356707,-0.159650919440071,-0.0878851339499731,-0.0717657854900978,"sll0264","probable dioxygenase Rieske iron-sulfur compone nt"
"1055","sll0265",0.077180980114486,0.101795408347081,0.103165931028061,0.0583762973859442,0.0013705226809799,-0.0434191109611371,-0.0246144282325952,-0.0188046827285419,"sll0265","unknown protein"
"1056","sll0266",0.356952837395862,0.266788225283897,0.29591504590143,0.0637739583509187,0.0291268206175335,-0.203014266932978,0.0901646121119653,-0.293178879044943,"sll0266","unknown protein"
"1057","sll0267",0.237728483988349,0.360348151449061,0.0845394676142133,0.0454817633953262,-0.275808683834847,-0.314866388053734,-0.122619667460712,-0.192246720593022,"sll0267","unknown protein"
"1058","sll0268",-0.534707354003833,1.90702643405522,-0.0176238907697918,-0.935834921402913,-1.92465032482501,-2.84286135545813,-2.44173378805905,-0.40112756739908,"sll0268","hypothetical protein"
"1059","sll0269",-0.432810169001848,2.50665826851904,-0.116178278036893,-1.57719601596769,-2.62283654655594,-4.08385428448673,-2.93946843752089,-1.14438584696584,"sll0269","hypothetical protein"
"1060","sll0272",-0.367413501660985,0.313893535493262,-0.256759814062622,0.0353720560035805,-0.570653349555884,-0.278521479489681,-0.681307037154246,0.402785557664565,"sll0272","hypothetical protein"
"1061","sll0273",-4.43696482473993,-2.19674148427594,-3.10405886783805,-3.56259274036851,-0.907317383562114,-1.36585125609257,-2.24022334046399,0.874372084371418,"nhaS2","Na+/H+ antiporter"
"1062","sll0274",0.27418467310349,-0.256262437521947,0.116104064804281,0.260169109245386,0.372366502326227,0.516431546767332,0.530447110625437,-0.0140155638581045,"sll0274","hypothetical protein"
"1063","sll0280",0.199370294245287,0.504280482839049,0.271790111069755,0.056304526564076,-0.232490371769294,-0.447975956274973,-0.304910188593763,-0.143065767681211,"sll0280","unknown protein"
"1064","sll0281",0.114162621581226,-0.0929247622533766,0.0389364170641181,0.0550290911315145,0.131861179317495,0.147953853384891,0.207087383834603,-0.0591335304497119,"sll0281","unknown protein"
"1065","sll0282",0.203319751198462,-0.285348081539999,0.209854221774726,0.253165138478127,0.495202303314725,0.538513220018126,0.488667832738461,0.0498453872796651,"sll0282","unknown protein"
"1066","sll0283",0.128025020532258,0.140181086625677,-0.00690158525466813,-0.104951796287077,-0.147082671880345,-0.245132882912753,-0.0121560660934184,-0.232976816819335,"sll0283","hypothetical protein"
"1067","sll0284",-0.0103368351517277,0.244932047636544,-0.0914865768776245,-0.503154834249152,-0.336418624514169,-0.748086881885697,-0.255268882788272,-0.492817999097425,"sll0284","hypothetical protein"
"1068","sll0286",-0.115757298412564,-0.273779609204778,-0.035629455280675,-0.632713949268393,0.238150153924103,-0.358934340063615,0.158022310792214,-0.516956650855829,"ycf52","hypothetical protein YCF52"
"1069","sll0293",0.18244505605664,0.328757323488368,0.25791106848206,0.154649935148042,-0.070846255006308,-0.174107388340326,-0.146312267431728,-0.0277951209085985,"sll0293","unknown protein"
"1070","sll0294",0.213403198245166,-0.213353012137875,0.0674119044854183,-0.0575401562843326,0.280764916623293,0.155812855853542,0.426756210383041,-0.270943354529499,"sll0294","hypothetical protein"
"1071","sll0295",-0.0232923161895401,0.397381253489144,0.128804435121614,-0.0902818415273649,-0.26857681836753,-0.487663095016509,-0.420673569678684,-0.0669895253378247,"sll0295","hypothetical protein"
"1072","sll0296",-0.395299401522735,-0.53450409491756,0.382093777940756,-3.63296774707903,0.916597872858316,-3.09846365216147,0.139204693394825,-3.2376683455563,"sll0296","hypothetical protein"
"1073","sll0297",0.283279610809992,-0.512106708324637,-0.356197505030218,-0.0504331895316109,0.155909203294418,0.461673518793026,0.795386319134629,-0.333712800341603,"sll0297","hypothetical protein"
"1074","sll0298",0.215971051201312,0.562073835746526,0.112370922723567,0.332365078054672,-0.449702913022959,-0.229708757691854,-0.346102784545214,0.11639402685336,"sll0298","hypothetical protein"
"1075","sll0301",-2.27822728898905,-0.244617354098499,-1.18076844547077,-1.0324407784201,-0.936151091372273,-0.787823424321602,-2.03360993489055,1.24578651056895,"sll0301","hypothetical protein"
"1076","sll0309",0.107559133051568,0.232151704060936,-0.0748101702433845,0.0494967029406995,-0.30696187430432,-0.182655001120236,-0.124592571009367,-0.0580624301108689,"sll0309","unknown protein"
"1077","sll0310",0.319865029339785,-0.181754945097885,0.195087807595137,0.108944938885134,0.376842752693022,0.29069988398302,0.50161997443767,-0.21092009045465,"sll0310","hypothetical protein"
"1078","sll0312",-0.163975640694564,-1.18555314684752,-0.0786989705176667,-0.179302902054004,1.10685417632986,1.00625024479352,1.02157750615296,-0.0153272613594407,"sll0312","probable oligopeptides ABC transporter permease protein"
"1079","sll0314",-0.120907735842554,0.442787240760718,0.101969997669521,0.292991178463774,-0.340817243091197,-0.149796062296944,-0.563694976603273,0.413898914306328,"sll0314","periplasmic protein;  function unknown"
"1080","sll0318",0.0913364132945515,0.233243271740712,0.197980536643073,-0.494361148824235,-0.0352627350976387,-0.727604420564946,-0.14190685844616,-0.585697562118786,"sll0318","hypothetical protein"
"1081","sll0319",-2.04864485337477,-2.36251319642833,-2.03562337553679,-4.29518782383653,0.326889820891543,-1.9326746274082,0.313868343053555,-2.24654297046175,"sll0319","periplasmic protein;  function unknown"
"1082","sll0321",-2.65271514613673,-1.27342228843698,-1.33636553648898,-0.443198285567827,-0.0629432480519996,0.830224002869156,-1.37929285769975,2.2095168605689,"sll0321","unknown protein"
"1083","sll0325",0.449427813960167,-0.82551165931343,-0.363701200516083,-0.465249988198956,0.461810458797346,0.360261671114474,1.2749394732736,-0.914677802159122,"sll0325","hypothetical protein"
"1084","sll0327",0.191756875613026,0.0699055272919538,0.323641000519564,0.0172578226190568,0.253735473227611,-0.0526477046728969,0.121851348321072,-0.174499052993969,"sll0327","unknown protein"
"1085","sll0328",0.300078006734109,0.289722510164452,0.355373197360181,-0.00390998002345147,0.0656506871957287,-0.293632490187903,0.0103554965696571,-0.30398798675756,"sll0328","unknown protein"
"1086","sll0335",-0.459237577037726,-0.159832577808829,-0.754596750793888,-0.450954254251955,-0.594764172985059,-0.291121676443126,-0.299404999228897,0.00828332278577093,"sll0335","hypothetical protein"
"1087","sll0350",-4.72304157966201,-3.37967975124963,-4.26809180242203,-1.27767068201477,-0.888412051172397,2.10200906923485,-1.34336182841238,3.44537089764723,"sll0350","hypothetical protein"
"1088","sll0354",0.0893305735159547,0.310300407427301,0.1554901472447,0.031221840676678,-0.154810260182601,-0.279078566750623,-0.220969833911346,-0.0581087328392767,"sll0354","hypothetical protein"
"1089","sll0355",0.0599392801656259,0.376645708682092,-0.0493931371848963,0.0703024771101258,-0.426038845866988,-0.306343231571966,-0.316706428516466,0.0103631969444999,"sll0355","hypothetical protein"
"1090","sll0359",-3.4765092112147,-2.59907353438479,-2.55577873760967,-1.90186287923729,0.0432947967751169,0.697210655147499,-0.877435676829907,1.57464633197741,"sll0359","hypothetical protein"
"1091","sll0360",0.314488252999713,-2.45333115759532,0.0805304872731359,-0.0524707738980586,2.53386164486846,2.40086038369726,2.76781941059504,-0.366959026897772,"sll0360","hypothetical protein"
"1092","sll0361",0.254252951899457,-0.154699505922398,-0.0904618881350963,0.00460033291850404,0.0642376177873017,0.159299838840902,0.408952457821855,-0.249652618980952,"sll0361","hypothetical protein"
"1093","sll0364",0.382076479259194,-0.71122025084043,0.0704225499034195,0.925897661460633,0.781642800743849,1.63711791230106,1.09329673009962,0.543821182201439,"sll0364","hypothetical protein"
"1094","sll0369",-0.211855103262048,-0.5413202733331,-0.0112116345580881,-0.475261871761487,0.530108638775012,0.066058401571613,0.329465170071053,-0.26340676849944,"sll0369","unknown protein"
"1095","sll0371",0.263038794065356,0.375800525085605,0.283177667250756,-0.0480956865788875,-0.0926228578348489,-0.423896211664493,-0.112761731020249,-0.311134480644244,"sll0371","unknown protein"
"1096","sll0372",-1.98665411111696,-1.98478772909924,-2.66483811247416,0.424454608682128,-0.680050383374924,2.40924233778137,-0.00186638201772005,2.41110871979909,"sll0372","hypothetical protein"
"1097","sll0376",0.244642674864985,0.156019478232758,0.135266409770327,0.0850412555967151,-0.0207530684624309,-0.0709782226360425,0.0886231966322271,-0.15960141926827,"sll0376","unknown protein"
"1098","sll0381",-2.11066773474654,-0.138660582038681,-2.27332669356689,-0.140162558133233,-2.13466611152821,-0.00150197609455174,-1.97200715270786,1.97050517661331,"sll0381","hypothetical protein"
"1099","sll0382",-1.16778746787561,-0.8041671778908,-0.617758468887328,0.00491956499022538,0.186408709003472,0.809086742881025,-0.363620289984809,1.17270703286583,"sll0382","hypothetical protein"
"1100","sll0384",-6.93820967578617,-3.65395456775204,-4.59964726121184,-5.78838434658663,-0.945692693459806,-2.13442977883459,-3.28425510803414,1.14982532919954,"sll0384","unknown protein"
"1101","sll0385",-0.35609896937984,-0.33613423835418,-0.21913983415928,-0.303619678643748,0.1169944041949,0.0325145597104319,-0.0199647310256599,0.0524792907360918,"sll0385","ATP-binding protein of ABC transporter"
"1102","sll0394",-1.41635492012863,1.09528963586972,-0.657930667863076,-0.174215061867318,-1.7532203037328,-1.26950469773704,-2.51164455599835,1.24213985826131,"sll0394","unknown protein"
"1103","sll0395",0.0788666710837241,-0.325077421589991,0.193047472589904,-0.290181473165796,0.518124894179895,0.0348959484241951,0.403944092673715,-0.36904814424952,"pgam2","Putative phosphoglycerate mutase 2 (phosphatase annotation)"
"1104","sll0396",-5.04413489993089,-2.91604914797601,-3.45001509597361,-2.38100593075973,-0.533965947997601,0.535043217216286,-2.12808575195488,2.66312896917117,"sll0396","two-component response regulator OmpR subfamily"
