tu	gene
TU2PN3-13239	SGL_RS04975
TU2PN3-13239	SGL_RS04970
TU2PN3-14207	SGL_RS11775
TU2PN3-15033	SGL_RS17470
TU2PN3-15189	SGL_RS02665
TU2PN3-15324	SGL_RS08745
TU2PN3-14081	SGL_RS10890
TU2PN3-13884	SGL_RS09430
TU2PN3-13884	SGL_RS09425
TU2PN3-13884	SGL_RS09420
TU2PN3-12778	SGL_RS18350
TU2PN3-12778	SGL_RS20050
TU2PN3-12847	SGL_RS02300
TU2PN3-13243	SGL_RS05000
TU2PN3-14366	SGL_RS12850
TU2PN3-13876	SGL_RS09375
TU2PN3-15581	SGL_RS17620
TU2PN3-14068	SGL_RS10800
TU2PN3-13332	SGL_RS05615
TU2PN3-13332	SGL_RS05610
TU2PN3-13679	SGL_RS08040
TU2PN3-12995	SGL_RS03340
TU2PN3-12995	SGL_RS03335
TU2PN3-15024	SGL_RS17405
TU2PN3-15163	SGL_RS01920
TU2PN3-15218	SGL_RS04060
TU2PN3-13576	SGL_RS07235
TU2PN3-15436	SGL_RS12510
TU2PN3-13947	SGL_RS09930
TU2PN3-13947	SGL_RS09925
TU2PN3-14485	SGL_RS13630
TU2PN3-12906	SGL_RS02785
TU2PN3-12906	SGL_RS02780
TU2PN3-14744	SGL_RS15440
TU2PN3-16033	SGL_RS02595
TU2PN3-16033	SGL_RS02590
TU2PN3-12885	SGL_RS02595
TU2PN3-12885	SGL_RS02590
TU2PN3-12885	SGL_RS02585
TU2PN3-13716	SGL_RS08310
TU2PN3-14601	SGL_RS14465
TU2PN3-14601	SGL_RS14460
TU2PN3-15465	SGL_RS13445
TU2PN3-13105	SGL_RS04100
TU2PN3-14399	SGL_RS13060
TU2PN3-13396	SGL_RS06085
TU2PN3-13546	SGL_RS07065
TU2PN3-13546	SGL_RS07060
TU2PN3-15435	SGL_RS12505
TU2PN3-14932	SGL_RS16710
TU2PN3-15008	SGL_RS17290
TU2PN3-13471	SGL_RS06545
TU2PN3-14011	SGL_RS10400
TU2PN3-15171	SGL_RS02305
TU2PN3-15395	SGL_RS11455
TU2PN3-12942	SGL_RS03010
TU2PN3-13405	SGL_RS06150
TU2PN3-15253	SGL_RS06340
TU2PN3-14583	SGL_RS14300
TU2PN3-14661	SGL_RS14870
TU2PN3-14661	SGL_RS14865
TU2PN3-14838	SGL_RS16015
TU2PN3-13507	SGL_RS06780
TU2PN3-13507	SGL_RS06775
TU2PN3-13135	SGL_RS04290
TU2PN3-14664	SGL_RS14885
TU2PN3-13877	SGL_RS09390
TU2PN3-13877	SGL_RS09385
TU2PN3-13877	SGL_RS09380
TU2PN3-15264	SGL_RS06810
TU2PN3-14499	SGL_RS13720
TU2PN3-14587	SGL_RS14340
TU2PN3-14587	SGL_RS14335
TU2PN3-14553	SGL_RS14105
TU2PN3-13945	SGL_RS09915
TU2PN3-12974	SGL_RS03195
TU2PN3-13206	SGL_RS04775
TU2PN3-14630	SGL_RS14660
TU2PN3-13160	SGL_RS04470
TU2PN3-14591	SGL_RS14365
TU2PN3-14639	SGL_RS14720
TU2PN3-14639	SGL_RS14715
TU2PN3-14639	SGL_RS14710
TU2PN3-13017	SGL_RS03470
TU2PN3-14605	SGL_RS14485
TU2PN3-14041	SGL_RS10570
TU2PN3-14042	SGL_RS10580
TU2PN3-14905	SGL_RS16525
TU2PN3-14458	SGL_RS13435
TU2PN3-15251	SGL_RS06105
TU2PN3-13932	SGL_RS09850
TU2PN3-13932	SGL_RS09845
TU2PN3-13219	SGL_RS04845
TU2PN3-14813	SGL_RS15870
TU2PN3-14813	SGL_RS15865
TU2PN3-14813	SGL_RS15860
TU2PN3-14813	SGL_RS15855
TU2PN3-14451	SGL_RS13395
TU2PN3-13706	SGL_RS08240
TU2PN3-13771	SGL_RS08695
TU2PN3-13771	SGL_RS08700
TU2PN3-15470	SGL_RS13590
TU2PN3-13789	SGL_RS08820
TU2PN3-13789	SGL_RS08815
TU2PN3-13789	SGL_RS08810
TU2PN3-14574	SGL_RS14245
TU2PN3-14649	SGL_RS14805
TU2PN3-14649	SGL_RS14800
TU2PN3-14649	SGL_RS14795
TU2PN3-14649	SGL_RS14790
TU2PN3-15399	SGL_RS11520
TU2PN3-14890	SGL_RS16390
TU2PN3-14890	SGL_RS16385
TU2PN3-14890	SGL_RS16380
TU2PN3-14890	SGL_RS16375
TU2PN3-15247	SGL_RS05855
TU2PN3-15271	SGL_RS07135
TU2PN3-12956	SGL_RS03095
TU2PN3-12815	SGL_RS02100
TU2PN3-12815	SGL_RS02095
TU2PN3-15431	SGL_RS12395
TU2PN3-14460	SGL_RS13460
TU2PN3-14976	SGL_RS17060
TU2PN3-14976	SGL_RS17055
TU2PN3-14976	SGL_RS17050
TU2PN3-13642	SGL_RS07755
TU2PN3-14920	SGL_RS16625
TU2PN3-15357	SGL_RS10140
TU2PN3-15085	SGL_RS17830
TU2PN3-13691	SGL_RS08125
TU2PN3-14551	SGL_RS14090
TU2PN3-13585	SGL_RS07305
TU2PN3-13383	SGL_RS06005
TU2PN3-15317	SGL_RS08315
TU2PN3-12845	SGL_RS02290
TU2PN3-15015	SGL_RS17340
TU2PN3-14998	SGL_RS17230
TU2PN3-14147	SGL_RS11305
TU2PN3-14147	SGL_RS11300
TU2PN3-13311	SGL_RS05460
TU2PN3-13311	SGL_RS05455
TU2PN3-14140	SGL_RS11255
TU2PN3-14247	SGL_RS12030
TU2PN3-14247	SGL_RS12025
TU2PN3-13870	SGL_RS09345
TU2PN3-14841	SGL_RS16035
TU2PN3-14841	SGL_RS16030
TU2PN3-14325	SGL_RS12595
TU2PN3-14175	SGL_RS11500
TU2PN3-15257	SGL_RS06565
TU2PN3-14542	SGL_RS14000
TU2PN3-14669	SGL_RS14915
TU2PN3-14264	SGL_RS12165
TU2PN3-14264	SGL_RS19920
TU2PN3-14161	SGL_RS11395
TU2PN3-14161	SGL_RS11390
TU2PN3-13628	SGL_RS07665
TU2PN3-13815	SGL_RS09000
TU2PN3-13815	SGL_RS08995
TU2PN3-12962	SGL_RS03130
TU2PN3-12864	SGL_RS02430
TU2PN3-15372	SGL_RS10430
TU2PN3-16062	NCL0050
TU2PN3-16064	NCL0060
TU2PN3-16065	NCL0070
TU2PN3-16016	NCL0200
TU2PN3-16156	NCL0210
TU2PN3-16162	NCL0240
TU2PN3-15987	NCL0300
TU2PN3-15614	NCL0360
TU2PN3-16167	NCL0370
TU2PN3-15975	NCL0380
TU2PN3-16027	NCL0390
TU2PN3-16109	NCL0440
TU2PN3-15972	NCL0500
TU2PN3-15994	NCL0560
TU2PN3-15953	NCL0570
TU2PN3-15967	NCL0690
TU2PN3-16074	NCL0800
TU2PN3-16028	NCL0810
TU2PN3-16117	NCL0840
TU2PN3-16081	NCL1090
TU2PN3-16083	NCL1130
TU2PN3-16211	NCL1180
TU2PN3-15970	NCL1350
TU2PN3-16087	NCL1390
TU2PN3-16218	NCL1410
TU2PN3-16229	NCL1580
TU2PN3-15965	NCL1600
TU2PN3-15999	NCL1610
TU2PN3-16059	NCL1670
TU2PN3-16091	NCL1690
TU2PN3-16235	NCL1740
TU2PN3-15968	NCR0020
TU2PN3-16141	NCR0100
TU2PN3-16034	NCR0140
TU2PN3-15969	NCR0270
TU2PN3-15986	NCR0390
TU2PN3-15615	NCR0420
TU2PN3-16179	NCR0540
TU2PN3-16180	NCR0550
TU2PN3-16182	NCR0590
TU2PN3-15989	NCR0670
TU2PN3-15973	NCR0720
TU2PN3-16077	NCR0830
TU2PN3-16029	NCR0840
TU2PN3-15616	NCR0840
TU2PN3-16017	NCR0850
TU2PN3-16030	NCR0920
TU2PN3-16123	NCR0980
TU2PN3-16079	NCR1030
TU2PN3-15961	NCR1070
TU2PN3-16208	NCR1140
TU2PN3-16209	NCR1180
TU2PN3-15956	NCR1240
TU2PN3-16215	NCR1320
TU2PN3-15997	NCR1350
TU2PN3-16217	NCR1390
TU2PN3-15963	NCR1420
TU2PN3-16223	NCR1490
TU2PN3-16224	NCR1520
TU2PN3-16230	NCR1560
TU2PN3-15613	NCR1640
TU2PN3-16090	NCR1640
TU2PN3-16092	NCR1660
TU2PN3-16045	NCR1670
TU2PN3-13693	SGL_RS08135
TU2PN3-13689	SGL_RS08115
TU2PN3-15044	SGL_RS17540
TU2PN3-14968	SGL_RS17000
TU2PN3-12887	SGL_RS02610
TU2PN3-12887	SGL_RS02605
TU2PN3-14058	SGL_RS10725
TU2PN3-14331	SGL_RS12625
TU2PN3-15201	SGL_RS03225
TU2PN3-14914	SGL_RS16590
TU2PN3-13297	SGL_RS05355
TU2PN3-13297	SGL_RS05350
TU2PN3-13298	SGL_RS05395
TU2PN3-13298	SGL_RS05390
TU2PN3-13298	SGL_RS05385
TU2PN3-13298	SGL_RS05380
TU2PN3-13298	SGL_RS05375
TU2PN3-13298	SGL_RS05370
TU2PN3-13298	SGL_RS05365
TU2PN3-13298	SGL_RS05360
TU2PN3-14710	SGL_RS15190
TU2PN3-13431	SGL_RS06285
TU2PN3-13431	SGL_RS06290
TU2PN3-13431	SGL_RS06295
TU2PN3-14915	SGL_RS16595
TU2PN3-13801	SGL_RS08920
TU2PN3-14967	SGL_RS16995
TU2PN3-14967	SGL_RS16990
TU2PN3-14967	SGL_RS16985
TU2PN3-12690	SGL_RS01280
TU2PN3-14059	SGL_RS10735
TU2PN3-14059	SGL_RS10730
TU2PN3-13938	SGL_RS09885
TU2PN3-14173	SGL_RS11490
TU2PN3-13954	SGL_RS09990
TU2PN3-14665	SGL_RS14890
TU2PN3-14922	SGL_RS20180
TU2PN3-14043	SGL_RS19605
TU2PN3-14043	SGL_RS10585
TU2PN3-15329	SGL_RS08845
TU2PN3-14626	SGL_RS18425
TU2PN3-14293	SGL_RS12365
TU2PN3-14293	SGL_RS12360
TU2PN3-14994	SGL_RS17210
TU2PN3-15330	SGL_RS08850
TU2PN3-14216	SGL_RS11825
TU2PN3-14561	SGL_RS14155
TU2PN3-13095	SGL_RS04015
TU2PN3-14596	SGL_RS14400
TU2PN3-14670	SGL_RS14920
TU2PN3-14647	SGL_RS14775
TU2PN3-14099	SGL_RS10995
TU2PN3-15596	SGL_RS18250
TU2PN3-14412	SGL_RS13130
TU2PN3-14983	SGL_RS17120
TU2PN3-14845	SGL_RS16075
TU2PN3-14845	SGL_RS16070
TU2PN3-14845	SGL_RS16065
TU2PN3-14845	SGL_RS16060
TU2PN3-15603	SGL_RS16075
TU2PN3-14844	SGL_RS16055
TU2PN3-14844	SGL_RS16050
TU2PN3-13477	SGL_RS06575
TU2PN3-13477	SGL_RS19195
TU2PN3-13477	SGL_RS06580
TU2PN3-13477	SGL_RS06595
TU2PN3-13477	SGL_RS06590
TU2PN3-13477	SGL_RS06585
TU2PN3-13860	SGL_RS09285
TU2PN3-14239	SGL_RS11985
TU2PN3-12871	SGL_RS02470
TU2PN3-14217	SGL_RS11835
TU2PN3-14217	SGL_RS11830
TU2PN3-13416	SGL_RS06215
TU2PN3-13059	SGL_RS03790
TU2PN3-13984	SGL_RS10230
TU2PN3-13841	SGL_RS09150
TU2PN3-13677	SGL_RS08030
TU2PN3-13658	SGL_RS07890
TU2PN3-13617	SGL_RS07570
TU2PN3-14700	SGL_RS15110
TU2PN3-14700	SGL_RS15105
TU2PN3-15605	G2PN3-356
TU2PN3-14006	SGL_RS10375
TU2PN3-14006	SGL_RS10370
TU2PN3-13307	SGL_RS05435
TU2PN3-13970	SGL_RS10105
TU2PN3-14663	SGL_RS14880
TU2PN3-13544	SGL_RS07050
TU2PN3-13174	SGL_RS04580
TU2PN3-15341	SGL_RS09655
TU2PN3-14470	SGL_RS13510
TU2PN3-15239	SGL_RS05320
TU2PN3-14078	SGL_RS10870
TU2PN3-15381	SGL_RS10765
TU2PN3-13925	SGL_RS09800
TU2PN3-13925	SGL_RS09795
TU2PN3-12997	SGL_RS03350
TU2PN3-14008	SGL_RS10385
TU2PN3-13487	SGL_RS06660
TU2PN3-14806	SGL_RS15810
TU2PN3-14290	SGL_RS12345
TU2PN3-15254	SGL_RS06345
TU2PN3-15434	SGL_RS12465
TU2PN3-14887	SGL_RS16360
TU2PN3-14073	SGL_RS10830
TU2PN3-12935	SGL_RS02970
TU2PN3-12935	SGL_RS02965
TU2PN3-14145	SGL_RS11290
TU2PN3-14274	SGL_RS12235
TU2PN3-15310	SGL_RS08080
TU2PN3-14423	SGL_RS13205
TU2PN3-14423	SGL_RS13200
TU2PN3-13587	SGL_RS07320
TU2PN3-13587	SGL_RS07315
TU2PN3-15132	SGL_RS18155
TU2PN3-14049	SGL_RS10620
TU2PN3-14484	SGL_RS13610
TU2PN3-15373	SGL_RS10475
TU2PN3-15402	SGL_RS11630
TU2PN3-15249	SGL_RS05875
TU2PN3-13904	SGL_RS09595
TU2PN3-14888	SGL_RS16365
TU2PN3-12889	SGL_RS18655
TU2PN3-12889	SGL_RS19540
TU2PN3-12982	SGL_RS03255
TU2PN3-14891	SGL_RS16400
TU2PN3-14893	SGL_RS16420
TU2PN3-15037	SGL_RS17495
TU2PN3-13973	SGL_RS10125
TU2PN3-14238	SGL_RS11980
TU2PN3-15048	SGL_RS17560
TU2PN3-15068	SGL_RS17740
TU2PN3-14369	SGL_RS12870
TU2PN3-14369	SGL_RS12865
TU2PN3-14197	SGL_RS11680
TU2PN3-14101	SGL_RS11005
TU2PN3-13426	SGL_RS06270
TU2PN3-13426	SGL_RS06265
TU2PN3-13552	SGL_RS07095
TU2PN3-12963	SGL_RS03135
TU2PN3-15490	SGL_RS14135
TU2PN3-15392	SGL_RS11275
TU2PN3-13067	SGL_RS03825
TU2PN3-13067	SGL_RS03830
TU2PN3-13184	SGL_RS04645
TU2PN3-13675	SGL_RS08020
TU2PN3-13675	SGL_RS08015
TU2PN3-13667	SGL_RS07945
TU2PN3-13666	SGL_RS07940
TU2PN3-13666	SGL_RS07935
TU2PN3-14987	SGL_RS17165
TU2PN3-13473	SGL_RS06555
TU2PN3-14281	SGL_RS18960
TU2PN3-14281	SGL_RS12295
TU2PN3-14282	SGL_RS18965
TU2PN3-14282	SGL_RS12305
TU2PN3-13301	SGL_RS05420
TU2PN3-13301	SGL_RS05415
TU2PN3-13301	SGL_RS05410
TU2PN3-13301	SGL_RS05405
TU2PN3-14536	SGL_RS13950
TU2PN3-14723	SGL_RS15295
TU2PN3-14271	SGL_RS20075
TU2PN3-12827	SGL_RS02190
TU2PN3-13120	SGL_RS04195
TU2PN3-13121	SGL_RS04200
TU2PN3-13122	SGL_RS04210
TU2PN3-13122	SGL_RS04205
TU2PN3-14715	SGL_RS15240
TU2PN3-14056	SGL_RS10700
TU2PN3-14056	SGL_RS10695
TU2PN3-14056	SGL_RS10690
TU2PN3-14056	SGL_RS10685
TU2PN3-14270	SGL_RS12210
TU2PN3-14180	SGL_RS11545
TU2PN3-14180	SGL_RS11540
TU2PN3-14317	SGL_RS12530
TU2PN3-15286	SGL_RS07535
TU2PN3-14191	SGL_RS11640
TU2PN3-14143	SGL_RS11270
TU2PN3-14142	SGL_RS11265
TU2PN3-14900	SGL_RS16500
TU2PN3-14899	SGL_RS16495
TU2PN3-14898	SGL_RS16490
TU2PN3-14897	SGL_RS16485
TU2PN3-14897	SGL_RS16480
TU2PN3-14897	SGL_RS16475
TU2PN3-14897	SGL_RS16470
TU2PN3-15111	SGL_RS18020
TU2PN3-14963	SGL_RS16950
TU2PN3-13145	SGL_RS04355
TU2PN3-13145	SGL_RS04350
TU2PN3-13145	SGL_RS04345
TU2PN3-13375	SGL_RS05950
TU2PN3-13375	SGL_RS05945
TU2PN3-14948	SGL_RS16820
TU2PN3-14948	SGL_RS16815
TU2PN3-15432	SGL_RS12400
TU2PN3-13865	SGL_RS09320
TU2PN3-15334	SGL_RS09225
TU2PN3-14642	SGL_RS14750
TU2PN3-13514	SGL_RS06845
TU2PN3-13401	SGL_RS06130
TU2PN3-13401	SGL_RS06125
TU2PN3-15955	G2PN3-420
TU2PN3-12846	SGL_RS02295
TU2PN3-13513	SGL_RS06840
TU2PN3-13513	SGL_RS06835
TU2PN3-13513	SGL_RS06830
TU2PN3-13513	SGL_RS06825
TU2PN3-13513	SGL_RS06820
TU2PN3-13513	SGL_RS06815
TU2PN3-14876	SGL_RS16290
TU2PN3-14172	SGL_RS11485
TU2PN3-13613	SGL_RS07545
TU2PN3-13613	SGL_RS07540
TU2PN3-12879	SGL_RS02555
TU2PN3-12879	SGL_RS02550
TU2PN3-15534	SGL_RS15845
TU2PN3-12920	SGL_RS02865
TU2PN3-14023	SGL_RS10480
TU2PN3-14817	SGL_RS15890
TU2PN3-15091	SGL_RS17865
TU2PN3-14150	SGL_RS11325
TU2PN3-14150	SGL_RS11320
TU2PN3-13185	SGL_RS04650
TU2PN3-15124	SGL_RS18110
TU2PN3-15424	SGL_RS12270
TU2PN3-13494	SGL_RS06700
TU2PN3-14218	SGL_RS11850
TU2PN3-14218	SGL_RS11845
TU2PN3-14190	SGL_RS11625
TU2PN3-13757	SGL_RS08595
TU2PN3-15340	SGL_RS09640
TU2PN3-14608	SGL_RS14505
TU2PN3-14545	SGL_RS14025
TU2PN3-14545	SGL_RS14020
TU2PN3-14545	SGL_RS14015
TU2PN3-13169	SGL_RS04550
TU2PN3-15011	SGL_RS17305
TU2PN3-13859	SGL_RS09270
TU2PN3-13643	SGL_RS07765
TU2PN3-13643	SGL_RS07760
TU2PN3-14540	SGL_RS13970
TU2PN3-14540	SGL_RS19035
TU2PN3-14644	SGL_RS14760
TU2PN3-14764	SGL_RS15555
TU2PN3-14414	SGL_RS13140
TU2PN3-12878	SGL_RS02525
TU2PN3-12878	SGL_RS02520
TU2PN3-12890	SGL_RS02625
TU2PN3-13434	SGL_RS06305
TU2PN3-13434	SGL_RS06310
TU2PN3-15609	SGL_RS06310
TU2PN3-15609	SGL_RS06305
TU2PN3-14330	SGL_RS12620
TU2PN3-12865	SGL_RS02435
TU2PN3-14138	SGL_RS11245
TU2PN3-14138	SGL_RS11240
TU2PN3-13926	SGL_RS09810
TU2PN3-15084	SGL_RS17825
TU2PN3-15607	SGL_RS09805
TU2PN3-12886	SGL_RS02600
TU2PN3-15000	SGL_RS17240
TU2PN3-15083	SGL_RS17820
TU2PN3-13103	SGL_RS04090
TU2PN3-14192	SGL_RS11650
TU2PN3-14192	SGL_RS11645
TU2PN3-15128	SGL_RS18130
TU2PN3-15160	SGL_RS01910
TU2PN3-14017	SGL_RS10440
TU2PN3-14653	SGL_RS14825
TU2PN3-13701	SGL_RS08205
TU2PN3-13701	SGL_RS08200
TU2PN3-14949	SGL_RS16825
TU2PN3-13168	SGL_RS04545
TU2PN3-13168	SGL_RS04540
TU2PN3-13168	SGL_RS04535
TU2PN3-13168	SGL_RS04530
TU2PN3-13588	SGL_RS07325
TU2PN3-14371	SGL_RS12880
TU2PN3-13154	SGL_RS04440
TU2PN3-15184	SGL_RS18650
TU2PN3-15278	SGL_RS18770
TU2PN3-15406	SGL_RS11735
TU2PN3-15338	SGL_RS09330
TU2PN3-13150	SGL_RS04410
TU2PN3-14411	SGL_RS13125
TU2PN3-12983	SGL_RS03265
TU2PN3-14232	SGL_RS11935
TU2PN3-12812	SGL_RS02070
TU2PN3-12812	SGL_RS02065
TU2PN3-12812	SGL_RS02060
TU2PN3-12812	SGL_RS02055
TU2PN3-13684	SGL_RS08090
TU2PN3-15489	SGL_RS14050
TU2PN3-15299	SGL_RS07800
TU2PN3-13535	SGL_RS06990
TU2PN3-14566	SGL_RS14180
TU2PN3-14566	SGL_RS14185
TU2PN3-14566	SGL_RS14190
TU2PN3-14566	SGL_RS14200
TU2PN3-14566	SGL_RS14195
TU2PN3-13728	SGL_RS08390
TU2PN3-13728	SGL_RS08405
TU2PN3-13728	SGL_RS08400
TU2PN3-13728	SGL_RS08395
TU2PN3-14692	SGL_RS15060
TU2PN3-14567	SGL_RS14205
TU2PN3-13636	SGL_RS07720
TU2PN3-14666	SGL_RS14900
TU2PN3-14666	SGL_RS14895
TU2PN3-13345	SGL_RS05700
TU2PN3-13345	SGL_RS05695
TU2PN3-14208	SGL_RS11780
TU2PN3-13492	SGL_RS06690
TU2PN3-14091	SGL_RS10950
TU2PN3-14946	SGL_RS16805
TU2PN3-15450	SGL_RS13120
TU2PN3-15154	SGL_RS18300
TU2PN3-15142	SGL_RS18210
TU2PN3-12832	SGL_RS02220
TU2PN3-12832	SGL_RS02215
TU2PN3-15516	SGL_RS15145
TU2PN3-14547	SGL_RS14070
TU2PN3-14547	SGL_RS14065
TU2PN3-14547	SGL_RS14060
TU2PN3-14547	SGL_RS14055
TU2PN3-14759	SGL_RS15530
TU2PN3-14759	SGL_RS15525
TU2PN3-15312	SGL_RS08220
TU2PN3-14517	SGL_RS13830
TU2PN3-14129	SGL_RS11170
TU2PN3-14778	SGL_RS15640
TU2PN3-13543	SGL_RS07035
TU2PN3-15374	SGL_RS10555
TU2PN3-14251	SGL_RS12080
TU2PN3-13062	SGL_RS03805
TU2PN3-14969	SGL_RS17005
TU2PN3-14365	SGL_RS12840
TU2PN3-13711	SGL_RS08270
TU2PN3-14069	SGL_RS10805
TU2PN3-14265	SGL_RS12175
TU2PN3-14265	SGL_RS12170
TU2PN3-14613	SGL_RS14540
TU2PN3-14613	SGL_RS14535
TU2PN3-14765	SGL_RS15565
TU2PN3-14919	SGL_RS16620
TU2PN3-14722	SGL_RS15290
TU2PN3-13641	SGL_RS07750
TU2PN3-14883	SGL_RS16335
TU2PN3-13533	SGL_RS06980
TU2PN3-14214	SGL_RS11815
TU2PN3-14402	SGL_RS13075
TU2PN3-14791	SGL_RS15720
TU2PN3-14456	SGL_RS13425
TU2PN3-14456	SGL_RS13420
TU2PN3-14415	SGL_RS13145
TU2PN3-14054	SGL_RS10670
TU2PN3-13037	SGL_RS03625
TU2PN3-13037	SGL_RS03620
TU2PN3-14917	SGL_RS16605
TU2PN3-13562	SGL_RS07155
TU2PN3-14620	SGL_RS14575
TU2PN3-15417	SGL_RS12040
TU2PN3-15597	SGL_RS18280
TU2PN3-13541	SGL_RS07025
TU2PN3-14468	SGL_RS13500
TU2PN3-13528	SGL_RS06940
TU2PN3-14198	SGL_RS11690
TU2PN3-14198	SGL_RS11685
TU2PN3-15442	SGL_RS12805
TU2PN3-13451	SGL_RS06425
TU2PN3-15559	SGL_RS17075
TU2PN3-15018	SGL_RS17355
TU2PN3-15017	SGL_RS17350
TU2PN3-13833	SGL_RS09100
TU2PN3-13096	SGL_RS04050
TU2PN3-14479	SGL_RS13560
TU2PN3-14703	SGL_RS15130
TU2PN3-14703	SGL_RS15125
TU2PN3-14289	SGL_RS12335
TU2PN3-13042	SGL_RS03665
TU2PN3-13042	SGL_RS03660
TU2PN3-13028	SGL_RS03560
TU2PN3-13028	SGL_RS03555
TU2PN3-13028	SGL_RS03550
TU2PN3-13028	SGL_RS03545
TU2PN3-13028	SGL_RS03540
TU2PN3-13472	SGL_RS06550
TU2PN3-14554	SGL_RS14110
TU2PN3-14424	SGL_RS13210
TU2PN3-15366	SGL_RS10240
TU2PN3-14539	SGL_RS13965
TU2PN3-14321	SGL_RS12575
TU2PN3-13629	SGL_RS07670
TU2PN3-13534	SGL_RS06985
TU2PN3-13694	SGL_RS08150
TU2PN3-13694	SGL_RS08145
TU2PN3-13694	SGL_RS08140
TU2PN3-13928	SGL_RS09820
TU2PN3-14726	SGL_RS15315
TU2PN3-12870	SGL_RS02465
TU2PN3-14167	SGL_RS11440
TU2PN3-14167	SGL_RS11435
TU2PN3-13402	SGL_RS06135
TU2PN3-14796	SGL_RS15750
TU2PN3-14426	SGL_RS13220
TU2PN3-14426	SGL_RS19625
TU2PN3-12843	SGL_RS02280
TU2PN3-14724	SGL_RS15305
TU2PN3-12844	SGL_RS02285
TU2PN3-12883	SGL_RS18395
TU2PN3-14805	SGL_RS15805
TU2PN3-14157	SGL_RS11370
TU2PN3-15352	SGL_RS09950
TU2PN3-14621	SGL_RS14580
TU2PN3-14093	SGL_RS10960
TU2PN3-13414	SGL_RS06205
TU2PN3-13360	SGL_RS05835
TU2PN3-13360	SGL_RS05830
TU2PN3-13360	SGL_RS05825
TU2PN3-13360	SGL_RS05820
TU2PN3-13360	SGL_RS05815
TU2PN3-13360	SGL_RS05810
TU2PN3-13360	SGL_RS05805
TU2PN3-13360	SGL_RS05800
TU2PN3-13360	SGL_RS05795
TU2PN3-13361	SGL_RS05850
TU2PN3-13361	SGL_RS05845
TU2PN3-13361	SGL_RS05840
TU2PN3-13359	SGL_RS05790
TU2PN3-13357	SGL_RS05780
TU2PN3-13357	SGL_RS05775
TU2PN3-13357	SGL_RS05770
TU2PN3-13976	SGL_RS10150
TU2PN3-13413	SGL_RS06200
TU2PN3-13413	SGL_RS06195
TU2PN3-13415	SGL_RS06210
TU2PN3-13348	SGL_RS05720
TU2PN3-13348	SGL_RS05715
TU2PN3-13356	SGL_RS05765
TU2PN3-13349	SGL_RS05730
TU2PN3-13349	SGL_RS05725
TU2PN3-13419	SGL_RS06230
TU2PN3-14400	SGL_RS13065
TU2PN3-14122	SGL_RS11125
TU2PN3-14123	SGL_RS11130
TU2PN3-12999	SGL_RS03360
TU2PN3-13347	SGL_RS05710
TU2PN3-13127	SGL_RS04240
TU2PN3-14695	SGL_RS19055
TU2PN3-14027	SGL_RS10500
TU2PN3-14027	SGL_RS18890
TU2PN3-14401	SGL_RS13070
TU2PN3-13352	SGL_RS18715
TU2PN3-13350	SGL_RS05735
TU2PN3-13372	SGL_RS05930
TU2PN3-15376	SGL_RS10640
TU2PN3-13371	SGL_RS05925
TU2PN3-14181	SGL_RS11560
TU2PN3-14181	SGL_RS11555
TU2PN3-13539	SGL_RS07010
TU2PN3-13956	SGL_RS10005
TU2PN3-14544	SGL_RS14010
TU2PN3-15289	SGL_RS07595
TU2PN3-14088	SGL_RS10935
TU2PN3-13358	SGL_RS05785
TU2PN3-14085	SGL_RS10920
TU2PN3-16051	SGL_RS10940
TU2PN3-14089	SGL_RS10940
TU2PN3-13351	SGL_RS05745
TU2PN3-13351	SGL_RS05740
TU2PN3-14570	SGL_RS14220
TU2PN3-13012	SGL_RS03445
TU2PN3-13012	SGL_RS03440
TU2PN3-14228	SGL_RS11915
TU2PN3-14696	SGL_RS15080
TU2PN3-15610	SGL_RS05940
TU2PN3-13374	SGL_RS05940
TU2PN3-14433	SGL_RS19005
TU2PN3-12938	SGL_RS02990
TU2PN3-13259	SGL_RS05095
TU2PN3-13653	SGL_RS07850
TU2PN3-13653	SGL_RS07845
TU2PN3-13791	SGL_RS08855
TU2PN3-13077	SGL_RS03890
TU2PN3-13077	SGL_RS03885
TU2PN3-13198	SGL_RS04725
TU2PN3-13198	SGL_RS19335
TU2PN3-15005	SGL_RS17265
TU2PN3-14434	SGL_RS13295
TU2PN3-13672	SGL_RS08000
TU2PN3-13672	SGL_RS07995
TU2PN3-13633	SGL_RS07700
TU2PN3-15173	SGL_RS02330
TU2PN3-13072	SGL_RS03855
TU2PN3-14387	SGL_RS12975
TU2PN3-14387	SGL_RS12970
TU2PN3-15260	SGL_RS06635
TU2PN3-13931	SGL_RS09840
TU2PN3-13931	SGL_RS09835
TU2PN3-13560	SGL_RS07145
TU2PN3-13560	SGL_RS07140
TU2PN3-14575	SGL_RS14255
TU2PN3-14575	SGL_RS14250
TU2PN3-14953	SGL_RS16880
TU2PN3-14953	SGL_RS16875
TU2PN3-15090	SGL_RS17860
TU2PN3-14420	SGL_RS13170
TU2PN3-14100	SGL_RS11000
TU2PN3-13126	SGL_RS04230
TU2PN3-13126	SGL_RS19430
TU2PN3-14985	SGL_RS17160
TU2PN3-14985	SGL_RS17155
TU2PN3-14985	SGL_RS17150
TU2PN3-14985	SGL_RS17145
TU2PN3-14985	SGL_RS17140
TU2PN3-13868	SGL_RS09335
